ObserverID,DisplayType,RotationAxis,Background,Distance,Percept,Time
af,H,X,1,0.5,-2,166.893794929521
af,H,X,1,0.5,1,171.202586925094
af,H,X,1,0.5,1,191.357116941683
af,H,X,1,0.5,1,197.349342341971
af,H,X,1,0.5,1,200.457284223696
af,H,X,1,0.5,1,202.788250294019
af,H,X,1,0.5,1,234.032540006447
af,H,X,1,0.5,1,238.977000985236
af,H,X,1,0.5,1,240.307320203516
af,H,X,1,0.5,1,246.417249125254
af,H,X,1,0.5,1,251.338158714498
af,H,X,1,0.5,1,254.493203073507
af,H,X,1,0.5,1,256.953655755206
af,H,X,1,0.5,1,259.096249948692
af,H,X,1,0.5,1,264.017178554117
af,H,X,1,0.5,1,266.689521903027
af,H,X,1,0.5,1,270.315492331953
af,H,X,1,0.5,-2,277.190630274737
af,H,X,1,0.5,1,285.042915898986
af,H,X,1,0.5,1,290.328783133446
af,H,X,1,0.5,1,296.838993917248
af,H,X,1,0.8,1,2.93693570236792
af,H,X,1,0.8,1,22.9384717872308
af,H,X,1,0.8,1,30.9084754214273
af,H,X,1,0.8,1,46.7189785714727
af,H,X,1,0.8,1,63.9657385764003
af,H,X,1,0.8,1,92.278670364467
af,H,X,1,0.8,1,99.542323982605
af,H,X,1,0.8,1,106.287983161921
af,H,X,1,0.8,1,120.250208574318
af,H,X,1,0.8,1,129.703547393146
af,H,X,1,0.8,1,144.960755431384
af,H,X,1,0.8,1,146.844349839783
af,H,X,1,0.8,1,197.583955232898
af,H,X,1,0.8,1,200.126813781477
af,H,X,1,0.8,1,203.540857321903
af,H,X,1,0.8,1,211.710996303009
af,H,X,1,0.8,1,215.454659990675
af,H,X,1,0.8,1,230.452859792189
af,H,X,1,0.8,1,266.488574595336
af,H,X,1,0.8,1,269.325758051389
af,H,X,1,0.8,1,281.168925567647
af,H,X,1,0.8,1,282.64048883057
af,H,X,0,0,-2,1.48248790812795
af,H,X,0,0,1,2.00047842296772
af,H,X,0,0,1,13.773017125437
af,H,X,0,0,1,20.9661557250365
af,H,X,0,0,1,25.9222709063324
af,H,X,0,0,1,29.2186993656505
af,H,X,0,0,1,36.0467613934015
af,H,X,0,0,1,38.2127892572607
af,H,X,0,0,1,47.4308016256255
af,H,X,0,0,1,50.4916525001172
af,H,X,0,0,1,53.5878333264845
af,H,X,0,0,1,57.4844121645729
af,H,X,0,0,1,61.9934276455606
af,H,X,0,0,1,66.0902770567045
af,H,X,0,0,1,71.3643633141182
af,H,X,0,0,1,77.6860739373369
af,H,X,0,0,1,81.8182391136943
af,H,X,0,0,1,85.4912625174911
af,H,X,0,0,-1,92.5783252358669
af,H,X,0,0,1,95.9923660596833
af,H,X,0,0,1,101.831547723967
af,H,X,0,0,-1,113.639403399022
af,H,X,0,0,1,118.595619396277
af,H,X,0,0,-1,129.685344681871
af,H,X,0,0,1,131.934022000816
af,H,X,0,0,1,136.619372115878
af,H,X,0,0,1,152.123916379525
af,H,X,0,0,1,170.924522965506
af,H,X,0,0,1,184.463060916984
af,H,X,0,0,1,193.139291716681
af,H,X,0,0,1,197.565755540039
af,H,X,0,0,1,205.241569492966
af,H,X,0,0,1,237.309819774906
af,H,X,0,0,1,243.619898833917
af,H,X,1,0.25,1,2.12285388811142
af,H,X,1,0.25,1,10.6932466597937
af,H,X,1,0.25,1,14.3309512799315
af,H,X,1,0.25,1,15.6612523875956
af,H,X,1,0.25,1,17.8391629499674
af,H,X,1,0.25,1,25.1852308866219
af,H,X,1,0.25,1,31.7542970532959
af,H,X,1,0.25,1,34.8151669439685
af,H,X,1,0.25,1,36.1689983120887
af,H,X,1,0.25,1,40.6543368363346
af,H,X,1,0.25,1,44.0330280884227
af,H,X,1,0.25,1,46.4817366180359
af,H,X,1,0.25,1,49.7662754364137
af,H,X,1,0.25,1,52.7918114512577
af,H,X,1,0.25,1,59.7376059774833
af,H,X,1,0.25,1,63.4694953286671
af,H,X,1,0.25,1,66.1654078759602
af,H,X,1,0.25,1,68.8377717502881
af,H,X,1,0.25,1,71.7455900570203
af,H,X,1,0.25,1,75.0065910688136
af,H,X,1,0.25,1,78.4441603420419
af,H,X,1,0.25,1,80.6338422224508
af,H,X,1,0.25,1,91.0289981671958
af,H,X,1,0.25,1,92.4299386531929
af,H,X,1,0.25,1,94.3841724399535
af,H,X,1,0.25,1,96.8328510870051
af,H,X,1,0.25,1,101.953907795076
af,H,X,1,0.25,1,106.156695446494
af,H,X,1,0.25,1,109.617815203761
af,H,X,1,0.25,1,113.102486954303
af,H,X,1,0.25,1,120.236651546293
af,H,X,1,0.25,1,135.246621156635
af,H,X,1,0.25,1,140.838577070477
af,H,X,1,0.25,1,146.183292141679
af,H,X,1,0.25,1,147.913863943162
af,H,X,1,0.25,1,151.398533278931
af,H,X,1,0.25,1,153.870762711857
af,H,X,1,0.25,1,155.978050799167
af,H,X,1,0.25,1,157.590870482294
af,H,X,1,0.25,1,164.689714177744
af,H,X,1,0.25,1,170.752563562361
af,H,X,1,0.25,1,180.276688455808
af,H,X,1,0.25,1,183.149045508442
af,H,X,1,0.25,1,187.281199214718
af,H,X,1,0.25,1,192.590619951661
af,H,X,1,0.25,1,199.100826811482
af,H,X,1,0.25,1,203.750976767653
af,H,X,1,0.25,1,209.495967965893
af,H,X,1,0.25,1,213.616351259669
af,H,X,1,0.25,1,218.501964401716
af,H,X,1,0.25,1,221.845351660508
af,H,X,1,0.25,1,225.282926366926
af,H,X,1,0.25,1,230.804256787262
af,H,X,1,0.25,1,235.68985483711
af,H,X,1,0.25,1,240.752041975647
af,H,X,1,0.25,1,247.27402045537
af,H,X,1,0.25,1,251.170723653224
af,H,X,1,0.25,1,253.819542174868
af,H,X,1,0.25,1,257.210041569982
af,H,X,1,0.25,1,260.718243882846
af,H,X,1,0.25,1,265.792208678147
af,H,X,1,0.25,1,278.035639342124
af,H,X,1,0.25,1,280.401926007151
af,H,X,1,0.25,1,284.110266081669
af,H,X,1,0.25,1,285.852598032943
af,H,X,1,0.25,1,288.842820395483
af,H,X,1,0.25,1,291.585820327891
af,H,X,1,0.25,1,297.401457243192
af,H,X,0,0.25,1,2.70180424320279
af,H,X,0,0.25,1,7.4932202786149
af,H,X,0,0.25,1,9.7183628094208
af,H,X,0,0.25,1,12.3670675358153
af,H,X,0,0.25,1,15.3338595482928
af,H,X,0,0.25,1,20.8785988877644
af,H,X,0,0.25,1,27.6124930877704
af,H,X,0,0.25,1,32.5806201568921
af,H,X,0,0.25,1,35.5589528784913
af,H,X,0,0.25,1,44.9770927458303
af,H,X,0,0.25,1,50.0039632136468
af,H,X,0,0.25,1,57.4559760311386
af,H,X,0,0.25,1,61.9766312261345
af,H,X,0,0.25,1,68.6398788035149
af,H,X,0,0.25,1,72.289237626188
af,H,X,0,0.25,1,75.9387214123271
af,H,X,0,0.25,1,78.7289358061971
af,H,X,0,0.25,1,85.4981466769241
af,H,X,0,0.25,1,87.3109894209483
af,H,X,0,0.25,1,92.785205893917
af,H,X,0,0.25,1,97.4943407240789
af,H,X,0,0.25,1,102.06197645131
af,H,X,0,0.25,1,105.534862697124
af,H,X,0,0.25,1,107.406694540958
af,H,X,0,0.25,1,109.761339077231
af,H,X,0,0.25,1,115.023539013957
af,H,X,0,0.25,1,121.933994834835
af,H,X,0,0.25,1,124.830161353806
af,H,X,0,0.25,1,129.809948058653
af,H,X,0,0.25,1,132.646998703276
af,H,X,0,0.25,1,137.674007415684
af,H,X,0,0.25,1,151.483136269351
af,H,X,0,0.25,1,158.005032949295
af,H,X,0,0.25,1,167.199380132864
af,H,X,0,0.25,1,173.379957488272
af,H,X,0,0.25,1,175.663832249498
af,H,X,0,0.25,1,180.278787479969
af,H,X,0,0.25,1,183.186473277136
af,H,X,0,0.25,1,191.509651164757
af,H,X,0,0.25,1,199.161809591868
af,H,X,0,0.25,1,205.154139430262
af,H,X,0,0.25,1,210.13379936057
af,H,X,0,0.25,1,215.360930440598
af,H,X,0,0.25,1,217.962654634757
af,H,X,0,0.25,1,222.542042060173
af,H,X,0,0.25,1,226.02670807566
af,H,X,0,0.25,1,232.960866208188
af,H,X,0,0.25,1,253.786469413521
af,H,X,0,0.25,1,258.613196384627
af,H,X,0,0.25,1,270.15028427681
af,H,X,0,0.25,1,275.542104541906
af,H,X,0,0.25,1,280.0509799672
af,H,X,0,0.25,1,288.268095858453
af,H,X,1,0,1,1.80679590025102
af,H,X,1,0,1,16.6401785347844
af,H,X,1,0,1,22.7265811200195
af,H,X,1,0,1,28.6834759647609
af,H,X,1,0,1,30.0726680728549
af,H,X,1,0,1,38.9020410097728
af,H,X,1,0,1,41.892261863075
af,H,X,1,0,1,44.9884405765624
af,H,X,1,0,1,64.8133878745721
af,H,X,1,0,1,75.1849791486165
af,H,X,1,0,1,79.8939914300572
af,H,X,1,0,1,83.2138460136193
af,H,X,1,0,1,87.6638566988986
af,H,X,1,0,1,91.1250003018649
af,H,X,1,0,1,103.038783350785
af,H,X,1,0,1,104.486812429241
af,H,X,1,0,1,108.772009569686
af,H,X,1,0,1,114.12851195666
af,H,X,1,0,1,116.836185861146
af,H,X,1,0,1,123.499440079118
af,H,X,1,0,1,126.513236469531
af,H,X,1,0,1,130.33928398948
af,H,X,1,0,1,137.897254667128
af,H,X,1,0,1,141.770399533008
af,H,X,1,0,1,145.961419488507
af,H,X,1,0,1,147.797941604047
af,H,X,1,0,1,151.824166427221
af,H,X,1,0,1,153.083808234805
af,H,X,1,0,1,160.194417211402
af,H,X,1,0,1,162.384109656356
af,H,X,1,0,1,170.2834847786
af,H,X,1,0,1,175.098467597651
af,H,X,1,0,1,184.48115043671
af,H,X,1,0,1,192.769007729628
af,H,X,1,0,1,202.775659469102
af,H,X,1,0,-2,208.061546021578
af,H,X,1,0,1,218.692130138312
af,H,X,1,0,1,222.765427254373
af,H,X,1,0,-2,228.274956775917
af,H,X,1,0,1,236.892462287593
af,H,X,1,0,1,239.823813873256
af,H,X,1,0,1,243.320263582398
af,H,X,1,0,1,250.772278512799
af,H,X,1,0,-2,256.564356492425
af,H,X,1,0,1,266.111873099901
af,H,X,1,0,1,269.372865056357
af,H,X,1,0,1,274.78823188151
af,H,X,1,0,-2,279.603193873307
af,H,X,1,0,1,289.091856003448
af,H,X,1,0,1,292.541209875868
af,H,X,1,0,1,297.014768932277
af,H,X,1,0,1,298.980770113092
af,H,X,0,0.5,1,2.66274832715862
af,H,X,0,0.5,1,15.6243033437058
af,H,X,0,0.5,1,23.3941873268923
af,H,X,0,0.5,1,28.9508220423304
af,H,X,0,0.5,1,32.9770133608254
af,H,X,0,0.5,1,36.9324551278551
af,H,X,0,0.5,1,52.2485212655156
af,H,X,0,0.5,1,56.6515806974203
af,H,X,0,0.5,1,58.5469421980379
af,H,X,0,0.5,1,71.7792725435284
af,H,X,0,0.5,1,73.9335112805129
af,H,X,0,0.5,1,76.7472794787027
af,H,X,0,0.5,1,81.1972965027089
af,H,X,0,0.5,-1,86.3772088954574
af,H,X,0,0.5,1,91.6511798483843
af,H,X,0,0.5,-1,93.5112337336177
af,H,X,0,0.5,1,95.9716939614154
af,H,X,0,0.5,1,100.233476145862
af,H,X,0,0.5,1,102.022907254141
af,H,X,0,0.5,1,105.119080836274
af,H,X,0,0.5,1,107.838419809676
af,H,X,0,0.5,1,120.976555765083
af,H,X,0,0.5,1,125.167592623882
af,H,X,0,0.5,1,132.042732075875
af,H,X,0,0.5,1,139.247655576502
af,H,X,0,0.5,1,155.152339533612
af,H,X,0,0.5,1,160.626562043442
af,H,X,0,0.5,1,163.816800524481
af,H,X,0,0.5,1,167.454508766765
af,H,X,0,0.5,1,170.079780728323
af,H,X,0,0.5,1,176.060347700288
af,H,X,0,0.5,1,189.316218267108
af,H,X,0,0.5,1,200.088084762654
af,H,X,0,0.5,1,205.727133796638
af,H,X,0,0.5,1,209.88269642205
af,H,X,0,0.5,1,211.401446376782
af,H,X,0,0.5,1,216.028093238448
af,H,X,0,0.5,1,219.30075780992
af,H,X,0,0.5,1,224.433556255302
af,H,X,0,0.5,1,228.436207956111
af,H,X,0,0.5,1,232.438869617821
af,H,X,0,0.5,1,235.640993815818
af,H,X,0,0.5,1,238.949208685372
af,H,X,0,0.5,1,258.444522856851
af,H,X,0,0.5,1,265.813997297897
af,H,X,0,0.5,1,268.545348159096
af,H,X,0,0.5,1,274.219577732118
af,H,X,0,0.5,1,278.504780003917
af,H,X,0,0.5,1,283.143283303652
af,H,X,0,0.5,1,287.322534355888
af,H,Y,0,0.8,1,2.73046663956484
af,H,Y,0,0.8,-1,10.8244269106945
af,H,Y,0,0.8,1,14.0126465242356
af,H,Y,0,0.8,1,24.4714897256636
af,H,Y,0,0.8,-1,35.6714127482846
af,H,Y,0,0.8,1,42.5419271423598
af,H,Y,0,0.8,1,45.4007181702182
af,H,Y,0,0.8,1,49.8830685454595
af,H,Y,0,0.8,-1,51.9301262286026
af,H,Y,0,0.8,1,57.0124250005174
af,H,Y,0,0.8,-1,64.282972466317
af,H,Y,0,0.8,1,68.3297339291894
af,H,Y,0,0.8,-1,72.4826480210177
af,H,Y,0,0.8,1,74.6712211602135
af,H,Y,0,0.8,1,88.2829200076812
af,H,Y,0,0.8,-1,92.2946562034485
af,H,Y,0,0.8,1,99.976929316239
af,H,Y,0,0.8,1,104.094558698795
af,H,Y,0,0.8,1,108.470995359967
af,H,Y,0,0.8,1,115.635661328124
af,H,Y,0,0.8,1,128.247361601127
af,H,Y,0,0.8,1,144.082542248449
af,H,Y,0,0.8,1,154.352801476809
af,H,Y,0,0.8,1,163.294247083046
af,H,Y,0,0.8,1,166.494189207471
af,H,Y,0,0.8,1,221.2350717386
af,H,Y,0,0.8,1,237.917452334601
af,H,Y,0,0.8,1,239.893755283265
af,H,Y,0,0.8,1,243.587871504831
af,H,Y,0,0.8,1,250.599574343709
af,H,Y,0,0.8,-1,262.175962822774
af,H,Y,0,0.8,1,264.364174453483
af,H,Y,0,0.8,1,269.846543930529
af,H,Y,0,0.8,-1,276.646436732437
af,H,Y,0,0.8,1,281.834638384607
af,H,Y,0,0.8,-1,287.105177582474
af,H,Y,0,0.8,1,296.563957776496
af,H,Y,0,0.8,-1,297.787470937474
af,H,Y,0,0,-1,1.58261024509557
af,H,Y,0,0,1,3.70026870799484
af,H,Y,0,0,1,6.19406162464293
af,H,Y,0,0,1,9.44145800813567
af,H,Y,0,0,1,37.5471040120756
af,H,Y,0,0,1,45.4528754606145
af,H,Y,0,0,1,48.088167012349
af,H,Y,0,0,1,50.58225671947
af,H,Y,0,0,1,55.0289802638581
af,H,Y,0,0,1,63.7115438948967
af,H,Y,0,0,1,71.4880045045866
af,H,Y,0,0,1,76.7937961953285
af,H,Y,0,0,1,77.9467370866914
af,H,Y,0,0,1,99.2289198223734
af,H,Y,0,0,1,105.428570288146
af,H,Y,0,0,1,107.134722346935
af,H,Y,0,0,1,108.252379954531
af,H,Y,0,0,1,121.993413874443
af,H,Y,0,0,1,127.969889879605
af,H,Y,0,0,-1,137.205043727416
af,H,Y,0,0,1,140.581501771172
af,H,Y,0,0,1,151.039932145883
af,H,Y,0,0,1,158.757796737016
af,H,Y,0,0,1,167.769487031444
af,H,Y,0,0,1,182.651701128285
af,H,Y,0,0,1,206.686760892655
af,H,Y,0,0,-1,213.510449961148
af,H,Y,0,0,1,216.921944961185
af,H,Y,0,0,1,220.898363660963
af,H,Y,0,0,1,225.08659268287
af,H,Y,0,0,-1,237.062946664664
af,H,Y,0,0,1,237.945293618715
af,H,Y,0,0,1,245.439214260754
af,H,Y,0,0,1,257.591835553554
af,H,Y,0,0,1,259.74517016983
af,H,Y,0,0,1,261.050921661285
af,H,Y,0,0,1,263.274132044666
af,H,Y,0,0,-1,271.356813992752
af,H,Y,0,0,1,272.73316312785
af,H,Y,0,0,-1,284.085684635182
af,H,Y,0,0,1,288.132991781953
af,H,Y,0,0.5,-1,3.01555683850893
af,H,Y,0,0.5,1,16.1802929416008
af,H,Y,0,0.5,-1,20.4859731577162
af,H,Y,0,0.5,1,23.8977783479786
af,H,Y,0,0.5,1,30.5447237011977
af,H,Y,0,0.5,-1,44.5563350225566
af,H,Y,0,0.5,1,46.4504281509144
af,H,Y,0,0.5,1,51.238585042156
af,H,Y,0,0.5,1,53.391583238903
af,H,Y,0,0.5,1,56.3676429961342
af,H,Y,0,0.5,1,63.4502240183647
af,H,Y,0,0.5,1,65.3090133356163
af,H,Y,0,0.5,-1,70.0972152728937
af,H,Y,0,0.5,1,73.0971625291277
af,H,Y,0,0.5,-1,75.7677299520292
af,H,Y,0,0.5,1,79.3676843358262
af,H,Y,0,0.5,1,90.2734640522976
af,H,Y,0,0.5,1,95.5086769160698
af,H,Y,0,0.5,1,98.7792520367075
af,H,Y,0,0.5,1,101.626284916012
af,H,Y,0,0.5,1,110.343941098079
af,H,Y,0,0.5,-1,113.508471643116
af,H,Y,0,0.5,1,115.355590908119
af,H,Y,0,0.5,1,120.661052451527
af,H,Y,0,0.5,1,128.602430203639
af,H,Y,0,0.5,1,135.037885403523
af,H,Y,0,0.5,1,138.637700372783
af,H,Y,0,0.5,1,142.190509547334
af,H,Y,0,0.5,-1,159.178558100102
af,H,Y,0,0.5,1,165.072313383367
af,H,Y,0,0.5,1,175.107791106275
af,H,Y,0,0.5,1,182.460649603367
af,H,Y,0,0.5,1,187.684107454697
af,H,Y,0,0.5,1,192.507596096955
af,H,Y,0,0.5,1,210.577971361578
af,H,Y,0,0.5,1,214.954366968159
af,H,Y,0,0.5,-1,238.507048987551
af,H,Y,0,0.5,1,240.695273732912
af,H,Y,0,0.5,1,265.4244015367
af,H,Y,0,0.5,-1,268.577398878144
af,H,Y,0,0.5,-1,275.365444864961
af,H,Y,0,0.5,1,279.035680144822
af,H,Y,0,0.5,-1,286.941770051548
af,H,Y,0,0.5,-1,288.530018175225
af,H,Y,0,0.5,1,291.42414380511
af,H,Y,0,0.5,-1,299.929825731815
af,H,Y,0,0.25,1,1.81810821022373
af,H,Y,0,0.25,-1,3.8180526154465
af,H,Y,0,0.25,1,6.04127867941861
af,H,Y,0,0.25,1,10.3121354801406
af,H,Y,0,0.25,-1,13.1709598648595
af,H,Y,0,0.25,1,17.8414505955006
af,H,Y,0,0.25,1,21.6294295835542
af,H,Y,0,0.25,1,22.806133669772
af,H,Y,0,0.25,1,24.2531836551498
af,H,Y,0,0.25,1,25.59402427639
af,H,Y,0,0.25,-1,34.9001050598454
af,H,Y,0,0.25,1,35.5703774028807
af,H,Y,0,0.25,1,47.8176095680101
af,H,Y,0,0.25,1,61.3468619610649
af,H,Y,0,0.25,-1,78.8172765696654
af,H,Y,0,0.25,1,81.0172765696771
af,H,Y,0,0.25,-1,84.7230996215367
af,H,Y,0,0.25,1,88.9936573509767
af,H,Y,0,0.25,-1,99.3347212065419
af,H,Y,0,0.25,1,106.275813002052
af,H,Y,0,0.25,1,115.734507095476
af,H,Y,0,0.25,-1,129.310839979764
af,H,Y,0,0.25,1,131.098754534905
af,H,Y,0,0.25,1,139.887233020447
af,H,Y,0,0.25,1,141.228359313187
af,H,Y,0,0.25,1,149.204735247797
af,H,Y,0,0.25,1,155.922306469671
af,H,Y,0,0.25,-1,167.0868532655
af,H,Y,0,0.25,1,170.051560858439
af,H,Y,0,0.25,-1,180.216132458067
af,H,Y,0,0.25,1,188.827821612125
af,H,Y,0,0.25,1,203.180584315152
af,H,Y,0,0.25,-1,207.592286868952
af,H,Y,0,0.25,1,210.67458136435
af,H,Y,0,0.25,1,216.168337502953
af,H,Y,0,0.25,1,220.99214232259
af,H,Y,0,0.25,1,240.533133477322
af,H,Y,0,0.25,1,250.921174047224
af,H,Y,0,0.25,-1,269.179771491297
af,H,Y,0,0.25,1,273.697415414004
af,H,Y,0,0.25,-1,280.826392684306
af,H,Y,0,0.25,1,286.426603089087
af,H,Y,0,0.25,-1,295.779443339678
af,H,Y,0,0.25,1,297.93236113785
af,H,Y,1,0.8,-1,2.61436083845911
af,H,Y,1,0.8,1,6.95547145066666
af,H,Y,1,0.8,-1,9.44956144288881
af,H,Y,1,0.8,1,15.3083205393923
af,H,Y,1,0.8,-1,18.1671109970484
af,H,Y,1,0.8,1,21.0964697329327
af,H,Y,1,0.8,-1,26.3669903991977
af,H,Y,1,0.8,1,31.6375549710938
af,H,Y,1,0.8,1,38.8845536382287
af,H,Y,1,0.8,-1,43.1903182443348
af,H,Y,1,0.8,1,53.0960774334962
af,H,Y,1,0.8,-1,69.9076254623942
af,H,Y,1,0.8,1,74.9428662660939
af,H,Y,1,0.8,-1,77.6487007219985
af,H,Y,1,0.8,1,81.2486764884088
af,H,Y,1,0.8,-1,86.0015600743936
af,H,Y,1,0.8,-1,91.0364943941822
af,H,Y,1,0.8,1,95.5191113391775
af,H,Y,1,0.8,-1,98.3307976422075
af,H,Y,1,0.8,1,101.036685697181
af,H,Y,1,0.8,-1,125.812557002442
af,H,Y,1,0.8,1,129.75398493238
af,H,Y,1,0.8,-1,136.31862010961
af,H,Y,1,0.8,1,139.471490866068
af,H,Y,1,0.8,1,144.142035195749
af,H,Y,1,0.8,-1,147.071389369987
af,H,Y,1,0.8,1,148.706691470463
af,H,Y,1,0.8,-1,150.859575341572
af,H,Y,1,0.8,1,152.271320660569
af,H,Y,1,0.8,1,156.047856822115
af,H,Y,1,0.8,-1,165.294673594617
af,H,Y,1,0.8,1,168.5181881811
af,H,Y,1,0.8,-2,168.588813194481
af,H,Y,1,0.8,-2,171.659320746112
af,H,Y,1,0.8,-1,171.671054090839
af,H,Y,1,0.8,-1,175.565148644702
af,H,Y,1,0.8,-1,177.047472220438
af,H,Y,1,0.8,-1,179.20038460166
af,H,Y,1,0.8,1,181.247424893605
af,H,Y,1,0.8,1,184.776805867383
